ID,PRDS1,PRDS2,PRDS3,PRDS4,PRDS5,DASS1,DASS2,DASS3,DASS4,DASS5,DASS6,DASS7,DASS8,DASS9,DASS10,DASS11,DASS12,DASS13,DASS14,DASS15,DASS16,DASS17,DASS18,DASS19,DASS20,DASS21,SCS1_PC,SCS2_PC,SCS3_PM,SCS4_PC,SCS5_PM,SCS6_PM,SCS7_PC,SCS8_PM,SCS9_PC,SCS10_PC,SCS11_PC,SCS12_PC,BPAQ1,BPAQ2,BPAQ3,BPAQ4,BPAQ5,BPAQ6,BPAQ7,BPAQ8,BPAQ9,BPAQ10,BPAQ11,BPAQ12,Income,Gender,Age,PC,PM,DASS,PRDS,BPAQ
233,2,5,1,2,1,2,2,3,2,2,2,1,1,1,2,2,2,2,1,1,2,1,1,1,2,2,2,2,7,1,7,6,3,7,1,2,1,1,1,3,1,2,2,1,1,1,1,2,3,3,7,1,59,1.625,6.75,1.666666667,2.2,1.75
234,1,3,1,3,1,3,2,2,1,2,2,1,1,1,1,2,2,2,2,1,1,1,2,1,1,1,2,2,6,2,6,7,2,6,2,2,2,2,2,1,1,3,2,2,2,2,2,3,2,2,10,2,42,2,6.25,1.523809524,1.8,2
235,1,3,4,2,1,2,4,1,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,6,1,7,7,6,6,1,2,3,2,4,1,1,4,2,3,4,1,1,1,1,4,18,1,19,2.25,6.5,1.380952381,2.2,2.25
236,4,3,3,5,5,3,3,2,1,1,2,1,2,2,3,2,2,3,2,1,3,3,2,1,1,2,6,6,6,6,6,5,6,3,3,6,6,5,1,1,1,3,2,2,2,2,2,4,4,4,4,1,41,5.5,5,2,4,2.333333333
237,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,7,2,7,6,2,6,3,3,1,2,1,1,1,2,1,2,1,1,1,1,1,1,5,1,68,2,6.5,1,1.2,1.166666667
238,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,5,5,2,5,1,3,2,2,4,3,3,2,2,2,3,3,2,1,2,2,19,1,46,1.75,5.25,1,1.6,2.416666667
239,3,3,2,3,3,1,1,1,1,2,2,1,2,2,2,2,1,1,2,1,2,1,1,1,2,2,5,5,3,4,4,4,3,4,5,4,4,5,1,1,1,4,2,2,2,2,2,4,4,3,8,1,52,4.375,3.75,1.476190476,2.8,2.333333333
240,2,3,1,3,1,4,4,2,2,2,1,1,2,3,1,2,4,2,2,2,2,2,2,2,2,1,2,1,6,4,6,5,5,5,4,3,5,3,1,1,1,3,1,1,1,1,1,1,3,1,4,2,57,3.375,5.5,2.142857143,2,1.333333333
241,4,5,2,5,5,2,2,1,1,3,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,5,5,2,5,5,5,6,4,2,4,5,5,4,3,2,5,4,3,2,2,3,3,4,4,15,1,48,4.625,4,1.380952381,4.2,3.25
242,3,3,3,2,3,2,2,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,5,3,3,5,3,5,5,3,5,5,3,5,2,1,1,2,2,1,3,1,1,2,4,3,4,1,28,4.5,3.5,1.333333333,2.8,1.916666667
243,2,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,5,2,6,5,3,3,2,3,3,2,1,1,1,1,1,1,1,1,1,1,3,3,17,1,57,2.75,4.75,1,2.6,1.333333333
244,2,3,3,3,3,2,1,1,1,3,1,1,3,1,1,2,2,1,1,1,1,1,1,3,1,1,3,4,5,3,6,4,5,5,5,3,4,3,1,1,1,4,4,4,2,1,1,3,2,4,14,1,33,3.75,5,1.428571429,2.8,2.333333333
245,5,5,5,6,6,3,1,2,1,3,1,1,2,1,2,3,2,3,4,1,3,2,1,1,1,2,1,1,7,1,7,7,6,7,1,2,2,2,1,2,4,4,2,1,2,1,1,3,2,2,3,1,23,2,7,1.904761905,5.4,2.083333333
246,3,3,4,4,3,2,1,2,1,4,1,1,1,1,3,4,1,2,1,1,2,2,1,1,1,2,3,3,5,3,5,5,3,5,2,3,2,2,1,1,2,1,2,2,1,1,1,3,3,2,14,1,41,2.625,5,1.666666667,3.4,1.666666667
247,2,5,2,5,2,3,2,2,2,3,4,2,3,4,3,3,3,3,3,2,2,2,2,3,2,2,5,6,4,5,4,4,5,4,5,6,6,6,4,4,4,4,4,4,2,4,4,4,4,2,3,1,54,5.5,4,2.619047619,3.2,3.666666667
248,1,5,1,3,2,3,2,4,1,3,2,2,2,1,4,1,3,4,2,1,3,4,1,2,1,4,7,7,3,5,2,5,6,3,5,6,6,6,1,1,1,1,2,1,1,1,1,4,4,2,4,1,51,6,3.25,2.380952381,2.4,1.666666667
249,2,3,2,3,2,2,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,7,1,7,7,5,6,2,2,1,1,2,2,4,4,2,2,5,4,2,2,2,2,23,1,54,1.75,6.75,1.285714286,2.4,2.75
250,4,1,2,2,3,3,2,1,1,3,2,1,1,2,3,1,2,2,1,3,2,2,3,2,2,1,2,6,5,2,7,6,4,5,2,7,6,2,3,2,1,2,5,3,2,4,2,3,3,3,2,2,42,3.875,5.75,1.904761905,2.4,2.75
251,5,3,2,5,2,3,3,3,2,2,2,1,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,6,6,5,6,2,5,2,2,2,2,1,1,2,1,1,2,4,4,4,1,21,4.5,5.25,2.095238095,3.4,2
252,3,5,1,5,4,2,1,3,1,3,1,1,2,2,3,3,3,2,3,1,3,3,2,1,1,2,2,3,6,1,7,6,3,6,2,2,1,1,1,1,1,1,1,1,1,1,1,2,4,1,5,1,41,1.875,6.25,2.047619048,3.6,1.333333333
253,2,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,2,5,1,5,5,5,5,3,5,2,2,1,2,1,4,1,1,2,1,1,1,1,1,16,2,31,3.125,5,1.047619048,2.2,1.416666667
254,2,2,3,2,1,3,2,2,1,3,2,2,3,3,2,3,3,3,3,4,4,3,3,1,2,2,2,5,6,2,6,6,3,5,3,7,2,6,2,2,1,4,4,3,2,2,4,4,3,3,17,2,28,3.75,5.75,2.571428571,2,2.833333333
255,2,2,1,2,2,2,1,1,1,3,2,1,2,3,1,3,3,2,1,2,1,2,2,1,2,1,2,3,6,5,6,7,5,6,3,1,5,2,1,1,1,2,2,4,1,1,1,2,3,2,22,2,27,3.25,6.25,1.761904762,1.8,1.75
256,3,4,2,3,4,3,2,3,1,2,2,1,2,3,3,3,3,3,3,2,3,1,2,2,2,2,2,3,7,1,7,7,2,7,3,2,2,1,1,2,1,3,2,1,2,2,2,2,2,2,7,1,47,2,7,2.285714286,3.2,1.833333333
257,1,2,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,5,2,6,6,5,5,2,2,2,5,3,3,4,4,2,2,2,1,1,1,1,1,4,1,46,2.875,5.5,1,2,2.083333333
258,2,2,2,1,3,2,1,2,1,4,3,1,2,2,4,3,2,3,3,1,3,3,1,1,2,3,2,5,3,3,5,3,5,5,3,3,3,3,4,3,4,4,2,2,3,4,2,2,2,2,4,1,40,3.375,4,2.238095238,2,2.833333333
259,4,5,4,5,4,3,1,3,1,2,2,1,3,2,3,2,2,3,2,1,3,3,2,1,1,2,6,5,5,5,4,5,5,3,5,6,6,5,2,1,1,3,3,2,2,2,2,4,4,4,10,1,36,5.375,4.25,2.047619048,4.4,2.5
260,4,5,4,3,5,4,2,1,1,4,3,1,1,3,2,3,4,3,4,2,3,4,3,1,1,3,5,5,3,2,6,4,5,6,3,3,3,2,4,2,2,5,5,4,4,5,5,4,2,4,1,1,36,3.5,4.75,2.523809524,4.2,3.833333333
261,2,5,2,6,3,4,4,3,1,4,4,3,4,1,3,4,4,4,4,1,3,3,4,1,1,4,5,5,5,3,5,5,5,5,3,5,5,3,2,2,4,4,4,4,4,5,4,3,4,4,7,2,32,4.25,5,3.047619048,3.6,3.666666667
262,2,4,3,4,4,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,3,5,4,3,6,5,2,4,3,5,3,3,2,1,2,2,2,1,1,1,1,2,2,2,9,1,42,3.375,4.75,1.238095238,3.4,1.583333333
263,2,4,3,4,4,2,2,1,1,2,2,1,1,3,3,2,2,3,1,3,1,4,2,2,2,3,6,7,2,4,6,2,5,5,3,7,5,4,1,1,1,3,3,1,1,2,1,3,4,4,2,1,55,5.125,3.75,2.047619048,3.4,2.083333333
264,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,5,1,6,1,6,6,2,6,2,2,2,2,3,2,2,3,2,2,3,1,1,1,1,1,15,1,35,2.125,6,1.142857143,1.4,1.833333333
265,2,6,1,4,1,3,2,3,2,2,2,1,2,3,3,2,3,4,1,2,3,4,1,1,2,3,6,6,2,5,3,2,6,2,6,6,5,6,2,2,1,4,2,1,1,1,1,4,4,2,4,1,45,5.75,2.25,2.333333333,2.8,2.083333333
266,4,4,4,4,4,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,3,4,1,7,6,4,4,4,4,4,5,3,2,1,1,1,1,5,1,3,2,4,4,10,1,45,3.25,5.25,1.238095238,4,2.333333333
267,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,1,2,2,2,1,1,1,1,1,1,3,5,5,4,3,2,4,3,5,4,6,2,7,2,4,2,3,2,2,2,1,1,1,1,1,23,1,42,4.375,3.75,1.428571429,1,1.833333333
268,2,2,3,2,2,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,5,3,6,5,3,6,3,2,3,3,1,1,1,4,4,2,2,1,1,1,1,1,17,1,36,2.625,5.5,1.142857143,2.2,1.666666667
269,2,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,6,5,6,6,5,6,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,17,1,61,3.25,6,1,2.2,1
270,2,3,5,3,3,2,2,1,3,1,2,1,2,1,2,2,2,1,1,1,1,2,2,2,2,1,3,2,5,3,6,6,4,4,3,3,2,2,1,3,1,NA,4,4,3,1,1,2,4,2,15,1,30,2.75,5.25,1.619047619,3.2,2.363636364
271,1,3,4,3,2,3,2,3,1,2,1,1,2,2,3,3,3,3,3,1,3,3,3,2,1,2,5,6,4,5,4,5,5,3,5,5,5,5,1,1,1,3,1,1,1,1,1,1,4,4,6,1,43,5.125,4,2.238095238,2.6,1.666666667
272,1,1,1,1,1,3,2,2,1,1,2,2,3,3,1,2,2,2,1,3,2,2,1,2,3,2,3,5,6,2,5,6,5,6,3,3,5,3,1,1,1,2,1,1,2,2,1,2,2,2,19,2,38,3.625,5.75,2,1,1.5
273,1,3,5,2,5,3,2,3,2,3,2,1,2,2,2,2,2,3,2,2,3,2,2,1,2,2,5,7,3,5,6,6,7,3,5,5,3,3,1,1,1,2,1,2,2,4,2,4,2,2,7,2,32,5,4.5,2.142857143,3.2,2
274,4,3,4,3,2,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,2,2,6,2,6,6,3,5,2,3,2,5,2,1,1,2,2,1,1,2,4,4,2,2,17,1,35,2.625,5.75,1.285714286,3.2,2
275,4,5,2,2,5,1,1,2,1,3,2,1,3,1,4,1,1,2,1,1,1,1,1,1,1,2,2,1,6,4,6,6,7,5,5,2,2,3,3,1,1,5,2,1,2,1,1,3,2,5,11,1,18,3.25,5.75,1.523809524,3.6,2.25
276,2,4,3,4,3,2,2,3,1,3,1,1,1,2,2,1,2,2,2,1,2,1,1,1,1,1,3,3,5,3,3,4,2,5,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,16,1,37,3,4.25,1.571428571,3.2,2
277,2,3,2,4,3,2,2,1,1,1,2,1,3,2,2,3,3,2,2,1,1,2,2,1,1,2,2,2,6,3,6,6,3,6,2,3,3,2,1,1,2,2,2,2,2,3,2,3,3,1,18,1,45,2.5,6,1.761904762,2.8,2
278,4,4,4,4,4,2,3,3,2,3,3,1,1,2,3,3,3,4,4,2,3,3,4,2,1,3,5,6,5,3,5,5,5,5,5,5,6,5,1,1,1,2,2,2,3,2,2,4,4,4,5,2,47,5,5,2.619047619,4,2.333333333
279,1,3,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,5,5,1,4,3,3,1,4,1,1,1,2,1,1,1,1,1,2,3,1,13,1,62,2.375,4.75,1.047619048,1.6,1.333333333
280,2,3,3,3,2,2,2,1,1,3,2,1,2,2,1,2,2,1,2,1,2,2,2,1,1,1,2,3,5,3,6,5,3,5,3,4,4,3,1,1,1,3,1,1,1,1,1,1,2,1,4,2,45,3.125,5.25,1.619047619,2.6,1.25
281,2,2,1,3,4,3,4,2,1,2,3,3,3,2,2,2,3,1,1,1,2,1,1,2,1,1,3,5,5,6,5,6,5,5,6,6,6,5,2,2,1,2,4,4,4,1,4,2,4,1,4,2,28,5.25,5.25,1.952380952,2.4,2.583333333
282,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,3,1,1,3,5,6,5,5,2,1,1,3,1,1,1,2,3,2,3,1,1,1,1,1,16,2,46,2.375,4.25,1.238095238,1.4,1.5
283,2,3,2,3,2,2,1,1,2,2,2,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,4,5,3,3,5,6,3,5,3,3,3,5,1,1,1,4,1,1,1,1,1,2,2,2,13,2,30,3.625,4.75,1.380952381,2.4,1.5
284,4,4,4,4,4,2,1,1,1,4,2,1,2,2,2,1,1,2,1,3,1,2,2,1,1,2,5,7,5,3,5,5,5,5,3,2,5,3,1,1,1,4,4,2,2,4,2,3,3,4,4,1,22,4.125,5,1.666666667,4,2.583333333
285,1,2,1,2,1,1,1,2,3,1,1,2,2,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,6,1,6,6,6,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,1,24,2.125,4.75,1.380952381,1.4,1
286,1,6,1,2,1,2,2,3,3,3,1,1,1,1,4,3,3,2,3,1,1,1,3,1,1,2,6,6,5,1,7,6,7,7,1,3,1,3,1,1,1,4,1,4,5,1,2,4,1,1,10,1,29,3.5,6.25,2,2.2,2.166666667
287,1,1,1,1,1,2,1,1,1,3,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,7,1,7,7,1,7,3,1,2,3,2,1,1,5,4,5,2,5,4,1,1,2,15,1,23,1.625,7,1.333333333,1,2.75
288,1,3,1,3,4,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,5,5,4,2,6,7,2,6,2,1,6,2,4,2,2,3,4,1,1,1,1,1,1,1,8,1,53,3.125,5.75,1.142857143,2.4,1.833333333
289,2,4,4,3,2,3,1,1,1,2,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,2,3,5,1,3,2,2,5,1,5,7,3,5,1,1,1,3,1,1,2,1,1,4,4,1,12,1,39,4.5,1.5,1.380952381,3,1.75
290,4,6,2,5,4,2,1,3,1,4,2,1,1,2,4,1,2,2,2,1,3,4,2,1,1,4,5,3,7,4,5,7,5,5,5,5,5,5,2,1,1,2,1,1,2,3,3,4,4,3,3,1,63,4.625,6,2.095238095,4.2,2.25
291,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,6,1,6,6,5,5,3,2,1,1,4,4,3,2,1,1,1,1,1,1,1,1,21,1,46,2,5.75,1.142857143,1.4,1.75
292,3,4,4,4,4,2,1,2,1,2,2,1,2,3,3,2,3,3,2,2,3,3,2,1,2,3,2,5,5,1,7,5,5,5,5,6,6,2,1,1,1,2,2,2,2,2,2,4,4,2,5,1,35,4,5.5,2.142857143,3.8,2.083333333
293,5,4,5,4,4,2,1,3,1,2,3,2,3,4,3,3,3,2,4,1,2,2,3,1,1,2,5,6,3,5,3,4,6,3,5,6,7,6,1,1,1,4,4,4,2,2,5,4,5,4,13,1,35,5.75,3.25,2.285714286,4.4,3.083333333
294,5,3,5,1,6,4,4,3,3,3,3,4,3,4,4,3,3,3,4,3,3,3,2,2,3,4,7,6,6,5,5,6,6,6,4,5,6,6,4,5,4,4,4,3,4,4,5,4,5,5,10,1,25,5.625,5.75,3.238095238,4,4.25
295,4,5,4,5,1,3,1,1,1,2,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,3,6,6,4,2,7,4,6,3,2,6,3,3,1,1,1,1,1,1,3,1,3,4,4,3,2,1,58,4.25,4.5,1.428571429,3.8,2
296,4,3,3,3,3,2,2,2,1,2,3,2,2,3,3,2,3,2,2,3,2,2,2,1,2,1,3,3,4,4,3,5,4,4,5,4,4,4,3,4,4,4,4,3,4,3,3,3,2,1,8,1,34,3.875,4,2.095238095,3.2,3.166666667
297,4,2,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,5,7,3,6,7,1,5,2,1,2,1,2,4,4,4,4,1,1,4,4,4,6,1,61,3,5.5,1,3.2,2.916666667
298,4,2,4,3,4,3,2,3,2,2,3,2,2,2,3,2,3,2,2,2,2,2,3,2,3,3,3,5,3,4,5,4,3,4,3,5,3,3,2,3,2,3,3,2,3,3,3,3,3,3,8,1,51,3.625,4,2.380952381,3.4,2.75
299,5,3,3,4,4,3,2,4,2,4,4,2,4,3,4,4,4,4,4,4,3,3,4,2,3,3,3,7,3,5,4,4,7,3,5,3,6,6,1,1,1,4,2,1,1,2,1,4,4,4,1,1,48,5.25,3.5,3.333333333,3.8,2.166666667
300,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,7,7,3,7,2,1,1,1,5,4,4,4,2,2,2,4,2,1,1,1,11,1,51,1.375,7,1,1.4,2.666666667
301,2,2,2,2,1,3,3,1,4,3,2,1,3,3,2,3,2,2,1,3,3,1,1,4,2,3,1,2,4,6,7,6,2,3,6,2,5,6,4,2,1,3,4,2,1,1,1,3,3,1,23,1,37,3.75,5,2.380952381,1.8,2.166666667
302,3,3,3,4,3,2,3,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,5,4,5,6,6,6,4,2,7,4,5,1,1,1,3,3,4,3,1,1,3,4,4,5,1,43,4.75,5,1.285714286,3.2,2.416666667
303,2,2,1,3,2,1,2,2,1,2,2,2,2,1,1,3,1,2,3,1,1,1,2,2,1,1,3,2,6,1,7,7,5,6,2,2,2,2,4,4,5,4,3,3,4,1,3,3,3,1,11,1,49,2.375,6.5,1.619047619,2,3.166666667
304,2,3,1,3,1,2,3,2,1,3,2,3,2,1,2,2,1,3,2,2,2,2,2,2,1,2,5,5,6,2,6,5,3,5,3,5,5,3,2,2,1,4,2,2,4,1,2,2,2,1,11,1,22,3.875,5.5,2,2,2.083333333
305,5,3,4,4,5,2,4,2,1,1,2,1,1,2,1,2,2,1,1,1,3,2,1,1,2,1,5,4,5,3,6,5,5,4,4,4,5,4,1,1,1,4,4,1,2,1,1,3,4,2,6,1,33,4.25,5,1.619047619,4.2,2.083333333
306,2,3,2,2,1,2,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,3,2,6,2,6,6,5,6,1,2,2,3,1,1,1,4,1,1,3,1,1,1,1,1,16,1,54,2.5,6,1.238095238,2,1.416666667
307,3,4,1,4,1,2,1,1,1,1,1,1,1,1,1,1,3,3,2,1,2,1,1,1,1,1,6,4,5,4,4,5,6,4,6,4,3,4,1,1,1,3,1,1,1,1,1,1,3,1,2,1,23,4.625,4.5,1.333333333,2.6,1.333333333
308,1,2,1,2,1,4,4,3,3,1,3,1,2,3,2,2,4,4,1,1,1,2,2,3,3,1,1,1,5,2,6,5,1,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,2,26,1.25,5.75,2.380952381,1.4,1
309,5,4,5,4,5,3,3,3,3,2,2,2,2,3,3,2,3,3,3,2,4,4,2,2,3,4,6,6,6,3,6,6,5,5,6,6,6,6,4,4,4,4,3,2,3,4,2,4,4,4,2,1,48,5.5,5.75,2.761904762,4.6,3.5
310,4,3,4,3,4,1,1,3,1,1,2,1,1,1,1,2,3,2,3,1,3,1,2,3,1,1,5,5,6,5,5,7,3,5,6,6,5,3,4,4,2,3,3,3,4,2,2,3,3,2,9,1,26,4.75,5.75,1.666666667,3.6,2.916666667
311,2,2,4,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,7,1,7,7,3,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,24,1.25,7,1.095238095,2.4,1
